"year","title","artists","All artist","main_artist","genius_url","lyrics","number_of_words"
2015,"House Party","Sam Hunt",NA,"Sam Hunt","https://genius.com/Sam-hunt-house-party-lyrics","You're on the couch, blowin' up my phone You don't wanna come out, but you don't wanna be alone It don't take but two to have a little soiree If you're in the mood, sit tight right where you are, babe 'Cause I'll be at your door in ten minutes Whatever you got on, girl, stay in it You ain't gotta leave the house to have a good time I'ma bring the good time home to you We'll have a house party, we don't need nobody Turn your TV off, break that boombox out We'll wake up all the neighbors 'til the whole block hates us And the cops show up and try to shut us down If you're gonna be a homebody We're gonna have a house party If you wanna be a homebody We're gonna have a house party Throw a neon t-shirt over the lamp shade I'll take the furniture, slide it out of the way Shakin' the floor, rattlin' the roof We'll go to town right there in your living room Let's have a house party, we don't need nobody Turn your TV off, break that boombox out We'll wake up all the neighbors til the whole block hates us And the cops will show up and try to shut us down If you're gonna be a homebody We're gonna have a house party If you wanna be a homebody We're gonna have a house party So I'll be at your door in ten minutes Whatever you got on, baby, stay in it You ain't gotta leave the house to have a good time I'ma bring the good time home to you We'll have a house party, we don't need nobody Turn your TV off, break that boombox out We'll wake up all the neighbors 'til the whole block hates us And the cops will show up and try to shut us down If you're gonna be a homebody We're gonna have a house party If you wanna be a homebody We're gonna have a house party",342
2015,"Strip It Down","Luke Bryan",NA,"Luke Bryan","https://genius.com/Luke-bryan-strip-it-down-lyrics","Let it fade to blackLet me run my fingers down your back Let's whisper, let's don't talk Baby, leave my t-shirt in the hall Like a needle finds a grooveBaby, we'll remember what to do To drown out every distractionIt's time we made it happen Strip it down, strip it down Back to you and me like it used to be When it was an old back road with an old school beatCowboy boots by your little bare feet Let it out, tell me right nowEverything I need in them white cotton sheets Dirty dance me slow in the summertime heat Feel my belt turn loose from these old blue jeans We both know that we lost it somehowLet's get it found Strip it down, down, down I wanna drop this cell phone nowAnd let it shatter on the groundThey ain’t holdin’ nothin’, these two handsUntil they’re holding you again Oh, strip it down, strip it down Back to you and me like it used to be When it was an old back road with an old school beatCowboy boots by your little bare feet Let it out, tell me right nowEverything I need in them white cotton sheets Dirty dance me slow in the summertime heat Feel my belt turn loose from these old blue jeans We both know that we lost it somehowLet’s get it found Strip it down, down, downStrip it down, down, down I don’t wanna let you goNo, not tonight I just wanna love you so bad, babySo let's close our eyes And strip it down, strip it down Back to you and me like it used to be When it was an old back road with an old school beatCowboy boots by your little bare feet Let it out, tell me right nowEverything I need in them white cotton sheets Dirty dance me slow in the summertime heat Feel my belt turn loose from these old blue jeans We both know that we lost it somehowLet’s get it found Strip it down, down, downStrip it down, down, downStrip it down, down, downStrip it down, down, down",358
2015,"Kick The Dust Up","Luke Bryan",NA,"Luke Bryan","https://genius.com/Luke-bryan-kick-the-dust-up-lyrics","Kick the dust up, c'mon All week long it’s a farmin’ townThey’re makin’ that money grow Tractors, plows with flashing lightsBackin’ up a two lane road They take one last lap aroundThat sun up high goes down And then it's on, come on Girl kick it on back Z71 like a Cadillac We go way out whereThere ain’t nobodyWe turn this cornfieldInto a party Pedal to the floorboardEight up in a four doorBurnin’ up a back road song Park it and we pile outBaby, watch your step now Better have your boots on Kick the dust up Back it on up Fill your cup up Let’s tear it up, up And kick the dust up (kick the dust up...) Bar downtown they got a lineOf people way out the door$10 dollar drinks, it’s packed inside I don’t know what they’re waitin for Got me a jar full of clear And I got that music for your ears And it’s like knock, knock, knock goes the diesel If you really wanna see the beautiful people We go way out whereThere ain’t nobodyWe turn this cornfieldInto a party Pedal to the floorboardEight up in a four doorBurnin’ up a back road song Park it and we pile outBaby, watch your step now Better have your boots on Kick the dust up Let's back it on up Fill your cup up Let’s tear it up, up And kick the dust up (c'mon) Just follow me down ‘neath the 32 bridgeY'all be glad you did (kick it) We go way out whereThere ain’t nobodyWe turn this cornfieldInto a party Pedal to the floorboardEight up in a four doorBurnin’ up a back road song Park it and we pile outBaby watch your step now Better have your boots on Kick the dust up Back it on up Fill your cup up That’s what’s up, up Let’s kick the dust up",330
2015,"I See You","Luke Bryan",NA,"Luke Bryan","https://genius.com/Luke-bryan-i-see-you-lyrics","Roll in the bar, me and my crewTheir little plan to get me over youThey're hookin’ me up, yeahBuyin’ me drinks with a thousand girlsThere's just one thing I can't go anywhere, I can't do anything No, I can't close my eyes without you in my dreams You won't leave me alone, even though I know you're gone I look around for someone new, but I see you Jumpin’ up there with the band Takin’ me by the hand Hey boy, come dance with me Stuck like a melody in my head In the bed of my truck By the light of the midnight moon Baby, I see you Don't know what you did, but you done it good You don't know how bad that I wish I could Delete you from my phone, find a girl and take her home But there's just one thing wrong I can't go anywhere, I can't do anything No, I can't close my eyes without you in my dreams You won't leave me alone, even though I know you're gone I look around for someone new, but I see you Jumpin’ up there with the band Takin’ me by the hand Hey boy, come dance with me Stuck like a melody in my head In the bed of my truck By the light of the midnight moon Baby, I see you Your lips, your eyes Girl, since you told me goodbye I can't go anywhere, I can't do anything No, I can't close my eyes without you in my dreams You won't leave me alone, even though I know you're gone I look around for someone new, but I see you Jumpin’ up there with the band Takin’ me by the hand Hey boy, come dance with me Stuck like a melody in my head In the bed of my truck By the light of the midnight moon Baby, I see you Baby, I see you Baby, I see you",327
2015,"My Baby's Got A Smile On Her Face","Craig Wayne Boyd",NA,"Craig Wayne Boyd","https://genius.com/Craig-wayne-boyd-my-babys-got-a-smile-on-her-face-the-voice-performance-lyrics","She rose out of bed, wipes the sleep out of her eyes I know she's bound to be tired, but she looks so satisfied We stayed up a little late last night I guess I must be doing something right Cause my baby's got a smile on her face My baby's got a smile on her face, oh yeah As soon as I get to work I call her on the phone I wanna tell her that I love her, I can't wait til I get home She doesn't say a word when I walk in Looks like we might not get much sleep again Cause my baby's got a smile on her face My baby's got a smile on her face Every time we get together My baby's got a smile on her face Yeah, I wanna make it last forever My baby's got a smile on her (you're gonna take it easy) Just look at her, gotta look at her Take a look at that smile on her face",171
2015,"Break Up In A Small Town","Sam Hunt",NA,"Sam Hunt","https://genius.com/Sam-hunt-break-up-in-a-small-town-lyrics","I knew I'd see her around I'd be at some party, she'd show up and I'd be walkin' out Or across some parking lot, hidin' behind her sister I'd look up, and she'd be at the red light beside me In that white Maxima with the sticker on the back I'd act like I didn't see her We'd pay at the same pumps Flip through the same stations And slow down for the same curves Run around with the same crowds We just needed some time She could get on with her life and I'd get on with mine Thought I would be fine, heh, but maybe not I knew she'd find a way to get over me But I'd never thought She would get down with somebody I know I guess that's just how it goes when you break up in a small town I see our friends and they put on a showLike they don't want me to knowSo they give me the go-around But there's only so many streets, so many lights I swear it's like I can't even leave my house I should've known all along You gotta move or move on When you break up in a small town For a while I guess they were keeping it low-keyBut now it's like these county lines, closin' in on me I see 'em everywhere togetherAnd it's hittin' a little too close to homeShe's so far gone, but she didn't go farShe was over me before the grass grew back where she used to park her carShe's leaving those same marks in someone else's yardIn someone else's arms, right down the road And I never thought She would get down with somebody I know I guess that's just how it goes when you break up in a small town I see our friends and they put on a showLike they don't want me to knowSo they give me the go-around But there's only so many streets, so many lights I swear it's like I can't even leave my house I should've known all along You gotta move or move on When you break up in a small town Her mailbox is seven minutes from mine And I drive into town, sometimes and I see you sittin' there with him And I wanna jump out, I wanna fight I wanna say, ""**** that guy"" but I can't It's my fault, I let her go I never thought That she would get down with somebody I know I guess that's just how it goes when you break up in a small town I see our friends and they put on a showThey don't want me to knowSo they give me the go-around But there's only so many streets, so many lights I swear it's like I can't even leave my house I should've known all along You gotta move or move on When you break up in a small town",494
2015,"Homegrown","Zac Brown Band",NA,"Zac Brown Band","https://genius.com/Zac-brown-band-homegrown-lyrics","I got a piece of land out in the countrysideLay back and smell the sun warm up the Georgia pine Feels so good to be takin' it easy Why would I ever leave? 'Cause I know I got some good friends that live down the streetGot a good lookin' woman with her arms 'round meHere, in a small town, where it feels like home I've got everything I need and nothing that I don'tHomegrownHomegrown We got a fire goin' down by the riversideSip whiskey out the bottle,livin' like we'll never die Come on and stay a while if you don't believe me Why would I ever leave? 'Cause I knowI got some good friends that live down the streetGot a good lookin' woman with her arms 'round meHere in a small town where it feels like home I've got everything I need and nothing that I don'tHomegrownHomegrownHomegrownHomegrown I got some good friends that live down the streetGot a good lookin' woman with her arms 'round meHere in a small town where it feels like home I've got everything I need (Homegrown)And nothing that I don't (Homegrown)Everything I need (Homegrown)And nothing that I don't (Homegrown) It's the weight that you carry from the things you think you wantIt's the weight that you carry from the things you think you wantIt's the weight that you carry from the things you think you want (Weight you carry)It's the weight that you carry from the things you think you want I've got everything I need, nothing that I don't (Homegrown)Everything I need, nothing that I don't (Homegrown)Everything I need, nothing that I don't (Homegrown)Oh, everything I need and nothing that I don't (Homegrown)",287
2015,"John Cougar, John Deere, John 3:16","Keith Urban",NA,"Keith Urban","https://genius.com/Keith-urban-john-cougar-john-deere-john-3-16-lyrics","I'm a 45 spinning on an old Victrola I'm a two-strike swinger,I'm a Pepsi Cola I'm a blue jean quarterback sayin', ""I love you"" to the prom queenIn a Chevy I'm John Wayne, Superman, California I'm a Kris Kristofferson, Sunday morning I'm a mama and daddy singin' along to Don McLeanAt the levee And I'm a child of a backseat freedom, baptized by rock and roll Marilyn Monroe and the Garden of EdenNever grow up, never grow old Just another rebel in the great wide open Ona boulevard of broken dreams And I learned everything I needed to know from John Cougar, John Deere, John 3:16 Hey, hey Everything I needed That's right I'm Mark Twain on the Mississippi I'm Hemingway with a shot of whiskey I'm a TV dinner on a tray tryna figure out theWheel of Fortune I'm a Texaco star, I'm a Gibson guitar I'm still a teenage kid tryna go too far I'm a jukebox waiting in a neon bar, for a quarter And I'm a child of a backseat freedom, baptized by rock and roll Marilyn Monroe and the Garden of EdenNever grow up, never grow old Just another rebel in the great wide open on a boulevard of broken dreams And I learned everything I needed to know from John Cougar, John Deere, John 3:16 I spent a lot of years running from believingLooking for another way to save my soulThe longer I live, the more I see itThere's only one way home And I'm a child of a backseat freedom, baptized by rock and roll Marilyn Monroe and the Garden of EdenNever grow up, never grow old, oh Just another rebel in the great wide open On a boulevard of broken dreams And I learned everything I needed to know from John Cougar, John Deere, John 3:16 Mm, oh Oh, I'm a child of a backseat freedom, baptized by rock and roll Marilyn Monroe (Marilyn Monroe) and the Garden of EdenNever grow up, never grow old (Never grow old) Another rebel in the great wide open On a boulevard of broken dreams And I learned everything I needed to know from John Cougar, John Deere, John 3:16 (John Cougar, John Deere, John 3:16) Everything I needed (John Cougar, John Deere, John 3:16) Everything I needed (John Cougar, John Deere, John 3:16) Oh, that's right",400
2014,"Burnin' It Down","Jason Aldean",NA,"Jason Aldean","https://genius.com/Jason-aldean-burnin-it-down-lyrics","You slip your finger through the tear in my t-shirt You stirrin' up dirty in the back of my mind You keep on flirtin', 'cause you know that it's workin' You stuck in my head girl writing the linesCouldn't sing this song without you if I tried Let's light it up like it's our last night We're just hanging aroundBurnin' it downSippin' on some cold Jack Daniel's Jammin' to some old Alabama with you baby Laying right here naked in my bed I'm just doing my thing You love it when I sing Say it makes you feel like an angel We about to get a little tangled up right about now So girl let's keep burnin' it down Burnin' it down, burnin' it down Girl when you want itYou know that I'm on itYou know that I love lovin' up on you Let's hit the switch and let our shadows danceAnd light it up like it's our last chance We're just hanging around Burnin' it down Sippin' on some cold Jack Daniel's Jammin' to some old Alabama with you babyLaying right here dreamin' in my bedI'm just doing my thingYou love it when I sing Say it makes you feel like an angelWe about to get a little tangled up right about now So girl let's keep burnin' it down Burnin' it down, burnin' it down, burnin' it down Burnin' it down, burnin' it down, burnin' it down I wanna rock it all night Baby girl will you rock it out with me (with me) I wanna crawl through the dark Just to feel your heartbeat against me (against me) I wanna rock it all night Baby girl will you rock it out with me (with me) I wanna crawl through the dark Just to feel your heartbeat against me (against me) We're just hanging aroundBurnin' it downSippin' on some cold Jack Daniel's Jammin' to some old Alabama with you baby Laying right here naked in my bed I'm just doing my thing You love it when I sing Say it makes you feel like an angel We about to get a little tangled up right about now So girl let's keep burnin' it down Burnin' it down, burnin' it down, burnin' it down Burnin' it down, burnin' it down, burnin' it down I wanna rock it all night Baby girl will you rock it out with me (with me) I wanna crawl through the dark Just to feel your heartbeat against me",415
2014,"Play It Again","Luke Bryan",NA,"Luke Bryan","https://genius.com/Luke-bryan-play-it-again-lyrics","She was sittin' all alone over on the tailgateTan legs swingin' by a Georgia plate I was lookin' for her boyfriendThinkin', ""no way, she ain't got one"" Soon as I sat down, I was fallin' in loveTryin' to pour a little sugar in her Dixie cup Talkin' over the speakers in the back of that truckShe jumped up and cut me off She was like, ""Oh my God, this is my songI've been listenin' to the radio all night long Sittin' 'round waitin' for it to come on and here it is"" She was like, ""Come here, boy, I wanna dance"" 'Fore I said a word, she was takin' my handSpinnin' me around 'til it faded out And she gave me a kiss And she said, ""Play it again, play it again, play it again""And I said, ""Play it again, play it again, play it again"" I'da gave that DJ my last dimeIf he would have played it just one more time But a little while laterWe were sittin' in the drive in my truckBefore I walked her to the door I was scannin' like a fool; AM, FM, XM tooBut I stopped real quick when I heard that grooveMan, you should have seen her light up She was like, ""Oh my God, this is my songWe've been listenin' to the radio all night longI can't believe that it came back on, but here it is"" She was like, ""Come here boy, I wanna dance"" 'Fore I said a word, she was takin' my handSpinnin' in the headlights, she gave me a goodnight kissAnd I said, ""Play it again, play it again, play it again"" And she said, ""Play it again, play it again, play it again"" The next Friday night we were sittin' out under the stars You should have seen her smile when I broke out my guitar She was like, ""Oh my God, this is my songI've been listenin' to the radio all night longSittin' 'round waitin' for it to come on and here it is"" She was like, ""Come here boy, I wanna dance"" 'Fore I said a word, she was takin' my handSpinnin' in the headlights, she gave me a goodnight kiss And she said, ""Play it again, play it again, play it again"" And I said, ""Play it again, play it again, play it again"" Yeah, play it again, play it again, play it again Somebody play it again, play it again, play it again",412
2014,"Something In The Water","Carrie Underwood",NA,"Carrie Underwood","https://genius.com/Carrie-underwood-something-in-the-water-lyrics","He said, ""I've been where you've been beforeDown every hallway's a slamming door"" No way out, no one to come and save me Wasting a life that the Good Lord gave me Then somebody said what I'm saying to youOpened my eyes and told me the truth They said, ""Just a little faith, it'll all get better""So I followed that preacher man down to the river and now I'm ChangedAnd now I'm stronger There must've been something in the waterOh, there must've been something in the water And well, I heard what he said and I went on my way Didn't think about it for a couple of days Then it hit me like a lightning late one nightI was all out of hope and all out of fight Couldn't fight back the tears, so I fell on my kneesSaying, ""God, if you're there, come and rescue me."" Felt love pouring down from aboveGot washed in the water, washed in the blood and now I'm ChangedAnd now I'm stronger There must be something in the water Oh, there must be something in the water And now I'm singing along to Amazing Grace Can't nobody wipe this smile off my face Got joy in my heart, angels on my side Thank God almighty, I saw the light Gonna look ahead, no turning back Live every day, give it all that I have Trust in someone bigger than meEver since the day that I believed I amChangedAnd now I'm stronger There must be something in the water (Amazing grace) Oh, there must be something in the water (How sweet the sound) Oh, there must be something in the water (That saved a wretch) Oh, there must be something in the water (Like me) Oh, yeah (I once was lost) I am changed Stronger (But now I'm found) Was blind, but now, I see",312
2014,"This Is How We Roll","Florida Georgia Line","Luke Bryan","Florida Georgia Line","https://genius.com/Florida-georgia-line-this-is-how-we-roll-lyrics","The mixtape's got a little Hank, little DrakeA little somethin' bumpin', thumb thumpin' on the wheel right The mix in our drink's a little stronger than you thinkSo get a grip, take a sip of that feel right Trucks jacked up,flat bills flipped back Yeah, you can find us where the party's at This is how we roll We hangin' 'round, singin' out everything on the radio We light it upwith our hands up This is how we roll,this is how we do We burnin' down the night, shootin' bullets at the moon Baby, this is how we roll Yeah, baby, this is how we roll, we rollin' into townWith nothin' else to do, we take another lap around Yeah, holla at your boy if you need a ride If you roll with me, yeah, you know we rollin' highUp on them 37 Nittos, windows tinted, hard to see though How fresh my baby is in the shotgun seat, oh Them kisses are for me though, automatic like a free throw This life I live, it might not be for you, but it's for me though, let's roll This is how we roll We hangin' 'round, singin' out everything on the radio We light it up with our hands up This is how we roll, this is how we do When the world turns ugly, I just turn and look at you Baby, this is how we roll And we gon' sing it to 'emYeah, we're proud to be young, we stick to our guns We love who we love and we wanna have fun Yeah, we cuss on them Mondays and pray on them Sundays Pass it around and we dream about one day 'Cause this is how we roll (Come on, y'all) We hangin' 'round, singin' out everything on the radio (Get your hands up, get your hands up, get your hands up) We light it up with our hands up (Aw, yeah) This is how we roll, this is how we ride We slangin' up the mud, cuttin' through the country side Baby, this is how we roll Yeah, this is how we roll (This is how we roll) Yeah, baby (How we roll) Yo, LB, let's go (Yeah, this is how we roll) This how we roll, this is how we do We burnin' down the night, shootin' bullets at the moon (Aw, yeah) Baby, this is how we roll (BK, Tyler) LB, baby, one more time boys, let's go Yeah, this is how we roll (This is how we roll)",427
2014,"Dirt","Florida Georgia Line",NA,"Florida Georgia Line","https://genius.com/Florida-georgia-line-dirt-lyrics","I'll tell you something, 1968 was just another year, the fields needed tilling and there wasn't enough rain. But it was the first year Rosie started bringing my lunch out to the field every day You get your hands in itPlant your roots in itDusty headlight, dance with your boots in it (Dirt) You write her name on itSpin your tires on itBuild your corn field, whiskey, bonfires on it (Dirt)You bet your life on it, yeahIt's that... Elm shade, red rust clay you grew up on That plowed up ground, that your dad damned his luck on That post game party field you circle up on And when it rains you get stuck on Drift a cloud back behind county roads that you run up And mud on her jeans that she peeled off and hung up Her blue-eyed summertime smile looks so good that it hurtsMakes you wanna build a 10 percent down white picket fence house on this dirt Rosie and I had five children, one died at birth, they were tough times, tough years, did okay You've mixed some sweat with itTaking a shovel to itYou've stuck some crosses and some paintedGoal posts through it (Dirt)You know you came from it (Dirt)And some day you'll return to... Elm shade, red rust clay you grew up on That plowed up ground, that your dad damned his luck on That post game party field you circle up on And when it rains you get stuck on Drift a cloud back behind county roads that you run up And mud on her jeans that she peeled off and hung up Her blue-eyed summertime smile looks so good that it hurtsMakes you wanna build a 10 percent down white picket fence house on this dirt I asked Rosie one time if she wanted to travel to see the world, and no she said ""the world comes right to my window every day""... Even if it's broken (You know you came from it (dirt, dirt) And some day you'll return to) Elm shade, red rust clay you grew up on That plowed up ground, that your dad damned his luck on That post game party field you circle up on And when it rains, you get stuck on Drift a cloud back behind county roads that you run up And mud on her jeans that she peeled off and hung up Her blue-eyed summertime smile looks so good that it hurtsMakes you wanna build a 10 percent down white picket fence house on this dirt Makes you wanna build a 10 percent down white picket fence house on this dirt See Rosie was right about two things: you don't have to see the world to be worldly, just raise good children, bake good enough pies and the world will come right to your kitchen window. She's right about something else too, I built that baseball diamond way too close to the kitchen (You know you came from itAnd some day, you'll return to it)",509
2014,"Drink A Beer","Luke Bryan",NA,"Luke Bryan","https://genius.com/Luke-bryan-drink-a-beer-lyrics","When I got the news todayI didn't know what to saySo I just hung up the phone I took a walk to clear my headThis is where the walking lead Can't believe you're really gone Don't feel like going home So I'm gonna sit right hereOn the edge of this pierWatch the sunset disappearAnd drink a beer Funny how the good ones goToo soon, but the good Lord knowsThe reasons why, I guess Sometimes the greater planIs kinda hard to understandRight now it don't make senseI can't make it all make sense So I'm gonna sit right hereOn the edge of this pierWatch the sunset disappearAnd drink a beer So long my friend 'till we meet again I'll remember you And all the times that we used to... Sit right here On the edge of this pier Watch the sunset disappear And drink a beer Drink a beer, yeah",149
2014,"Shotgun Rider","Tim McGraw",NA,"Tim McGraw","https://genius.com/Tim-mcgraw-shotgun-rider-lyrics","Roll, won't you come roll with meSlow, fast, full speedGirl where ever sweet time takes us Hang, with me down this old road Only God knows where we'll go Don't matter long as I've got your love I don't ever wanna wake up Looking into someone else's eyes With another voice calling me ""baby"" On the other end of the phone A new girl puttin' on her make up For a dinner on a Friday night I don't ever wanna know, no, no, no No other shotgun rider beside me Singin' to the radio, ooo, oo Slide, slide over nice and close Lay your head down on my shoulder You can fall asleep, I'll let you Dream, life ain't nothing but a dream Don't wanna be, cruisin' through this dream without you I don't ever wanna wake up Looking into someone else's eyes Another voice calling me ""baby"" On the other end of the phone A new girl puttin' on her make up For a dinner on a Friday night No I don't ever wanna know, no, no, no No other shotgun rider beside me Singin' to the radio, ooo, oo",191
2014,"Bottoms Up","Brantley Gilbert",NA,"Brantley Gilbert","https://genius.com/Brantley-gilbert-bottoms-up-lyrics","I see you and me riding like Bonnie and ClydeGoing 95, burning down 129, yeahLooking for the law, while I push my luck She's riding shotgun like it ain't no thing Turn the radio up so the girl can sing, right Pull into the party like ""Y'all wassup?"" Tonight is bottoms up, upThrow it on down Rock this quiet, little country town, get upDrop a tailgate on your truck Find a keg and fill your cup up Kick it on back Pretty little mama looking at you like that Make you wanna slide on in like ""Girl, what's up?"" Yeah, tonight is bottoms up (Up, up) Get 'em up Tonight is bottoms up (Up, up) Get 'em up Damn, girl, I gotta tip my hat Never thought a country song would make you move like that, yeah And she's doing it in Daisy Dukes, girl She's got you tapping on your boy's shoulder ""Hey dog, check this out"" And that's how them girls do it in the Dirty South, yeah She'll have you on your knee ""Can I marry you?"" Yeah Tonight is bottoms up, up Throw it on down Rock this quiet, little country town, get up Drop a tailgate on your truck Find a keg and fill your cup up Kick it on back Pretty little mama looking at you like that Make you wanna slide on in like ""Girl, what's up?"" Yeah, tonight is bottoms up (Up, up) Get 'em up Tonight is bottoms up (Up, up) Get 'em up, get 'em up, get 'em up Get 'em up Get 'em up Hey y'all whatever ya sippin on get it up in the air one time Bottoms up Let's give a toast to the good times All y’all get your drinks up high Everybody feeling alright Damn right 'Cause Tonight is bottoms up Throw it on down Rock this quiet, little country town, get up Drop a tailgate on your truck Find a keg and fill your cup up Kick it on back Pretty little mama looking at you like that Make yo wanna slide on in like ""Girl, what's up?"" Tonight is bottoms up, up Throw it on down Rock this quiet, little country town, get up Drop a tailgate on your truck Find a keg and fill your cup up Kick it on back Pretty little mama looking at you like that Make yo wanna slide on in like ""Girl, what's up?"" Yeah, tonight is bottoms up (Up, up) Get 'em up Tonight is bottoms up (Up, up) Get 'em up (Get 'em up, get 'em up)",433
2014,"Somethin' Bad","Miranda Lambert","Carrie Underwood","Miranda Lambert","https://genius.com/Miranda-lambert-somethin-bad-lyrics","Stand on the bar, stomp your feet, start clapping Got a real good feeling somethin' bad about to happen Pulled up to the church but I got so nervous Had to back it on up, couldn't make it to the service Grabbed all the cash underneath my mattress Got a real good feeling somethin' bad about to happen Ran into a girl in a pretty white dress Rolled down a window Where you headed to next? Said I'm heading to the bar with my money out of the mattress Got a real good feeling somethin' bad about to happen Stand on the bar, stomp your feet, start clapping Got a real good feeling somethin' bad about to happen Drinks keep coming, throw my head back laughing Wake up in the morning, don't know what happened Whoa... somethin' bad Whoa... somethin' bad Now me and that girl that I met on the street We're rollin' down the road, down to New Orleans Got a full tank of gas and the money out of the mattress Got a real good feeling somethin' bad about to happen Bout to tear it up down in New OrleansJust like a real-life Thelma and Louise If the cops catch up, they're gonna call it kidnapping Got a real good feelin' somethin' bad about to happen Stand on the bar, stomp your feet, start clapping Got a real good feeling somethin' bad about to happen Drinks keep coming, throw my head back laughing Wake up in the morning, don't know what happened Whoa... somethin' bad Whoa... somethin' bad Stand on the bar, stomp your feet, start clapping Got a real good feeling somethin' bad about to happen Drinks keep coming, throw my head back laughing Wake up in the morning, don't know what happened (Yeah, yeah, Yeah) Whoa... somethin' bad Whoa... somethin' bad",307
2014,"Chillin' It","Cole Swindell",NA,"Cole Swindell","https://genius.com/Cole-swindell-chillin-it-lyrics","I got my shades on, top backRollin' with the music jackedOne on the wheel, one around you baby Little sun left to burn in the blue sky Shinin' off the cross hangin' from the mirror of my ride Breeze blowin' in, your hair blowin' round You're scanning through the stations lookin' for that country sound The good stuff iced up in the back seat Nowhere to go, nowhere to be I got my shades on, top backRollin' with the music jackedOne on the wheel, one around you babySunset I bet there's a chance we can getSure enough tangled up laid back and lazyPour it on easy now don't spill a bitNothing but time tonight, let's get to killin' itLong as I'm rockin' with you girlYou know I'm cool withJust chillin' it Nothing but two lane country on up ahead Girl you so fine, I wouldn't mind if this is all we did You got me high on kisses You got me missin' signs Hard lookin' left when my world is on my right I got my shades on, top backRollin' with the music jackedOne on the wheel, one around you babySunset I bet there's a chance we can getSure enough tangled up laid back and lazyPour it on easy now don't spill a bitNothing but time tonight, let's get to killin' itLong as I'm rockin' with you girlYou know I'm cool withJust chillin' it Nothing like a little you and me low key Right now I'm right where I wanna be I got my shades on, top backRollin' with the music jackedOne on the wheel, one around you babySunset I bet there's a chance we can getSure enough tangled up laid back and lazyPour it on easy now don't spill a bitNothing but time tonight, let's get to killin' itLong as I'm rockin' with you girlYou know I'm cool withJust chillin' it Yeah I love rockin' with you and girlWe're just chillin' it",323
2013,"Cruise","Florida Georgia Line","Nelly","Florida Georgia Line","https://genius.com/Florida-georgia-line-cruise-remix-lyrics","Baby, you a song, you make me wanna roll my windows downand cruise (Let's go) I got my windows down and the radio up (Yeah) Get your radio up, what up, Nelly? (Alright) I got my windows down and the radio up Get your radio up Yeah, when I first saw that bikini top on her She’s poppin' right out of the South Georgia water Thought, ""Oh, good lord,"" she had them long tanned legs Couldn't help myself, so I walked up and said (I said) Well, baby, you a song, you make me wanna roll my windows down and cruise Down a back road, blowin' stop signs through the middle every little farm town with you And this brand new Chevy with a lift kit (Hey), would look a hell of a lot better with you up in it (Come on) So baby, you a song, you make me wanna roll my windows down and cruise I got my windows down and the radio up Get your radio up Yeah, she was sippin' on Southern and singin' Marshall Tucker We were fallin' in love in the sweet heart of summer She hopped right up into the cab of my truck and said""Fire it up, let’s go get this thing stuck"" (I said) Baby, you a song, you make me wanna roll my windows down and cruise (Hey) Down a back road, blowin' stop signs through the middle every little farm town with you And this brand new Chevy with a lift kit (Hey), would look a hell of a lot better with you up in it (Come on) So baby, you a song, you make me wanna roll my windows down and cruise (Yeah, yeah, yeah, yeah, let's go) My windows down, my seats back, my music up, and we ride Her legs up on my dashboard, and it's just the way I like Hey, country girl, this country boy like e'rything about ya Don't change a thing, no way, you stay the same and I got ya I likes all that, all that, head to toe, you all that Tell ole boy he call back, send a text, say, ""Fall back,"" 'causeI can see you got a thing for the fast life (For the fast life)So, come on, shawty, let me show you what the fast like (Uh-huh) Whippin' 'cross the border, Florida into Georgia 'Cause baby, you a song and you make me wanna roll my windows down and cruise Down a back road, blowin' stop signs through the middle every hood, e'ry town with you And this drop-top Chevy painted real slick would look a hell of a lot better with you up in it (You up in it) 'Cause baby, you a song and you make me wanna roll my-roll my-roll my-r-r-r-r— Oh Well, baby, you a song, you make me wanna roll my windows down and cruise (Hey-ayy) Down a back road, blowin' stop signs through the middle every little farm town with you And this brand new Chevy with a lift kit (Hey), would look a hell of a lot better with you up in it (Come on) 'Cause, baby, you a song and you make me wanna roll my windows down and cruise I got my windows down and the radio up (Come on, girl) Get your radio up (Yeah, get those windows down and cruise) I got my windows down and the radio up Get your radio up (Got my windows down and cru—) I got my windows down and the radio up Get your radio up",609
